"","date","month","year","count"
"1002","30","JUL",2017,"90"
"1003","31","JUL",2015,"72"
"1004","31","JUL",2016,"81"
"1005","31","JUL",2017,"66"
"1006","1","AGO",2015,"69"
"1007","1","AGO",2016,"65"
"1008","1","AGO",2017,"105"
"1009","2","AGO",2015,"72"
"1010","2","AGO",2016,"79"
"1011","2","AGO",2017,"73"
"1012","3","AGO",2015,"74"
"1013","3","AGO",2016,"78"
"1014","3","AGO",2017,"88"
"1015","4","AGO",2015,"92"
"1016","4","AGO",2016,"78"
"1017","4","AGO",2017,"82"
"1018","5","AGO",2015,"81"
"1019","5","AGO",2016,"54"
"1020","5","AGO",2017,"80"
"1021","6","AGO",2015,"83"
"1022","6","AGO",2016,"62"
"1023","6","AGO",2017,"70"
"1024","7","AGO",2015,"81"
"1025","7","AGO",2016,"78"
"1026","7","AGO",2017,"73"
"1027","8","AGO",2015,"89"
"1028","8","AGO",2016,"78"
"1029","8","AGO",2017,"67"
"1030","9","AGO",2015,"77"
"1031","9","AGO",2016,"75"
"1032","9","AGO",2017,"71"
"1033","10","AGO",2015,"74"
"1034","10","AGO",2016,"62"
"1035","10","AGO",2017,"72"
"1036","11","AGO",2015,"63"
"1037","11","AGO",2016,"76"
"1038","11","AGO",2017,"79"
"1039","12","AGO",2015,"87"
"1040","12","AGO",2016,"89"
"1041","12","AGO",2017,"78"
"1042","13","AGO",2015,"83"
"1043","13","AGO",2016,"77"
"1044","13","AGO",2017,"87"
"1045","14","AGO",2015,"72"
"1046","14","AGO",2016,"80"
"1047","14","AGO",2017,"70"
"1048","15","AGO",2015,"88"
"1049","15","AGO",2016,"69"
"1050","15","AGO",2017,"80"
"1051","16","AGO",2015,"58"
"1052","16","AGO",2016,"73"
"1053","16","AGO",2017,"70"
"1054","17","AGO",2015,"79"
"1055","17","AGO",2016,"72"
"1056","17","AGO",2017,"66"
"1057","18","AGO",2015,"71"
"1058","18","AGO",2016,"79"
"1059","18","AGO",2017,"70"
"1060","19","AGO",2015,"90"
"1061","19","AGO",2016,"76"
"1062","19","AGO",2017,"75"
"1063","20","AGO",2015,"77"
"1064","20","AGO",2016,"76"
"1065","20","AGO",2017,"70"
"1066","21","AGO",2015,"81"
"1067","21","AGO",2016,"73"
"1068","21","AGO",2017,"76"
"1069","22","AGO",2015,"75"
"1070","22","AGO",2016,"87"
"1071","22","AGO",2017,"65"
"1072","23","AGO",2015,"85"
"1073","23","AGO",2016,"68"
"1074","23","AGO",2017,"67"
"1075","24","AGO",2015,"100"
"1076","24","AGO",2016,"64"
"1077","24","AGO",2017,"73"
"1078","25","AGO",2015,"79"
"1079","25","AGO",2016,"82"
"1080","25","AGO",2017,"64"
"1081","26","AGO",2015,"73"
"1082","26","AGO",2016,"72"
"1083","26","AGO",2017,"73"
"1084","27","AGO",2015,"70"
"1085","27","AGO",2016,"73"
"1086","27","AGO",2017,"96"
"1087","28","AGO",2015,"73"
"1088","28","AGO",2016,"67"
"1089","28","AGO",2017,"56"
"1090","29","AGO",2015,"80"
"1091","29","AGO",2016,"76"
"1092","29","AGO",2017,"80"
"1093","30","AGO",2015,"78"
"1094","30","AGO",2016,"69"
"1095","30","AGO",2017,"62"
"1096","31","AGO",2015,"73"
"1097","31","AGO",2016,"65"
"1098","31","AGO",2017,"75"
